"","location","price","mdy","timestamp","last4ccnum","H","loyaltynum"
"78","Abila Zacharo",26.82,2014-01-15,NA,NA,NA,"L9406"
"79","Abila Zacharo",26.93,2014-01-06,NA,NA,NA,"L9018"
"80","Abila Zacharo",27.3,2014-01-13,2014-01-13 13:34:00,1321,"13","L4149"
"81","Abila Zacharo",28.25,2014-01-08,2014-01-08 13:46:00,2681,"13","L1107"
"82","Abila Zacharo",29.41,2014-01-09,NA,NA,NA,"L5777"
"83","Abila Zacharo",30.08,2014-01-06,2014-01-06 13:27:00,7688,"13","L4164"
"84","Abila Zacharo",30.85,2014-01-08,2014-01-08 13:51:00,6901,"13","L9363"
"85","Abila Zacharo",31,2014-01-15,2014-01-15 13:22:00,7889,"13","L6119"
"86","Abila Zacharo",31.09,2014-01-14,2014-01-14 13:35:00,8411,"13","L6110"
"87","Abila Zacharo",31.31,2014-01-16,2014-01-16 13:27:00,3547,"13","L9362"
"88","Abila Zacharo",31.34,2014-01-10,2014-01-10 13:46:00,2681,"13","L1107"
"89","Abila Zacharo",32.02,2014-01-11,2014-01-11 13:51:00,7253,"13",NA
"90","Abila Zacharo",32.4,2014-01-07,2014-01-07 13:44:00,2418,"13","L9018"
"91","Abila Zacharo",33.33,2014-01-10,NA,NA,NA,"L6267"
"92","Abila Zacharo",33.8,2014-01-15,2014-01-15 13:58:00,3547,"13","L9362"
"93","Abila Zacharo",36.02,2014-01-16,2014-01-16 13:47:00,7108,"13",NA
"94","Abila Zacharo",36.14,2014-01-13,NA,NA,NA,"L4164"
"95","Abila Zacharo",36.32,2014-01-13,NA,NA,NA,"L1485"
"96","Abila Zacharo",36.38,2014-01-10,2014-01-10 14:03:00,7819,"14","L5259"
"97","Abila Zacharo",36.73,2014-01-10,2014-01-10 13:36:00,1310,"13","L8012"
"98","Abila Zacharo",36.85,2014-01-08,2014-01-08 13:23:00,2463,"13","L6886"
"99","Abila Zacharo",39.67,2014-01-17,NA,NA,NA,"L9254"
"100","Abila Zacharo",39.95,2014-01-13,NA,NA,NA,"L8148"
"101","Abila Zacharo",45.2,2014-01-11,2014-01-11 14:19:00,6901,"14","L9363"
"102","Abila Zacharo",46.82,2014-01-15,2014-01-15 14:04:00,4948,"14",NA
"103","Abila Zacharo",47.8,2014-01-19,2014-01-19 14:20:00,6901,"14","L9363"
"104","Abila Zacharo",48.39,2014-01-09,2014-01-09 13:47:00,1286,"13","L3288"
"105","Abila Zacharo",50.14,2014-01-06,2014-01-06 13:27:00,1286,"13","L3288"
"106","Abila Zacharo",51.95,2014-01-17,2014-01-17 14:06:00,5368,"14",NA
"107","Abila Zacharo",52.72,2014-01-07,2014-01-07 13:33:00,7688,"13",NA
"108","Abila Zacharo",54.82,2014-01-11,2014-01-11 13:32:00,1310,"13","L8012"
"109","Abila Zacharo",64.5,2014-01-13,2014-01-13 13:21:00,1286,"13","L3288"
"110","Abila Zacharo",64.71,2014-01-16,2014-01-16 13:22:00,1286,"13","L3288"
"111","Abila Zacharo",65.9,2014-01-07,2014-01-07 13:55:00,7819,"13",NA
"112","Abila Zacharo",68.78,2014-01-17,2014-01-17 13:11:00,8332,"13",NA
"113","Abila Zacharo",69.27,2014-01-16,2014-01-16 13:39:00,4795,"13",NA
"114","Abila Zacharo",73.25,2014-01-18,NA,NA,NA,"L5947"
"115","Abila Zacharo",78.11,2014-01-06,2014-01-06 14:05:00,7108,"14",NA
"116","Abila Zacharo",79.67,2014-01-17,2014-01-17 13:45:00,7354,"13",NA
"117","Abila Zacharo",79.95,2014-01-13,2014-01-13 13:20:00,6816,"13",NA
"118","Abila Zacharo",82.25,2014-01-07,2014-01-07 13:25:00,6899,"13",NA
"119","Abila Zacharo",88.83,2014-01-15,2014-01-15 13:45:00,9635,"13",NA
"120","Abila Zacharo",89.41,2014-01-09,2014-01-09 13:41:00,9551,"13",NA
"121","Abila Zacharo",89.54,2014-01-11,2014-01-11 13:33:00,2540,"13","L5947"
"122","Abila Zacharo",92.05,2014-01-06,2014-01-06 13:35:00,7354,"13",NA
"123","Abila Zacharo",106.93,2014-01-06,2014-01-06 13:18:00,2418,"13",NA
"124","Abila Zacharo",111.93,2014-01-18,2014-01-18 13:04:00,8156,"13","L5224"
"125","Abila Zacharo",113.33,2014-01-10,2014-01-10 13:29:00,6899,"13",NA
"126","Abila Zacharo",116.32,2014-01-13,2014-01-13 13:48:00,3853,"13",NA
"127","Ahaggo Museum",26.91,2014-01-19,2014-01-19 13:26:00,9241,"13","L3288"
"128","Ahaggo Museum",32.14,2014-01-11,NA,NA,NA,"L7291"
"129","Ahaggo Museum",52.14,2014-01-11,2014-01-11 17:16:00,9683,"17",NA
"130","Ahaggo Museum",55.55,2014-01-18,2014-01-18 14:51:00,1286,"14","L3288"
"131","Ahaggo Museum",89.32,2014-01-11,2014-01-11 16:24:00,4795,"16","L8566"
"132","Ahaggo Museum",120.2,2014-01-12,2014-01-12 16:27:00,6901,"16","L9363"
"133","Ahaggo Museum",120.2,2014-01-18,2014-01-18 14:55:00,7384,"14","L3800"
"134","Albert's Fine Clothing",35.66,2014-01-18,2014-01-18 15:20:00,6895,"15","L3366"
"135","Albert's Fine Clothing",49.48,2014-01-13,2014-01-13 20:42:00,1321,"20","L4149"
"136","Albert's Fine Clothing",50.77,2014-01-14,2014-01-14 20:05:00,3484,"20","L2490"
"137","Albert's Fine Clothing",63.36,2014-01-12,2014-01-12 19:58:00,1877,"19","L3014"
"138","Albert's Fine Clothing",78.91,2014-01-07,2014-01-07 20:10:00,7117,"20","L6417"
"139","Albert's Fine Clothing",91.71,2014-01-16,2014-01-16 20:25:00,7819,"20","L5259"
"140","Albert's Fine Clothing",105.33,2014-01-11,2014-01-11 19:27:00,8156,"19","L5224"
"141","Albert's Fine Clothing",121.76,2014-01-06,2014-01-06 21:03:00,4434,"21","L2169"
"142","Albert's Fine Clothing",126.13,2014-01-10,2014-01-10 20:11:00,6895,"20","L3366"
"143","Albert's Fine Clothing",136.01,2014-01-08,2014-01-08 20:45:00,9635,"20","L3191"
"144","Albert's Fine Clothing",189.52,2014-01-18,2014-01-18 15:57:00,6691,"15","L6267"
"145","Albert's Fine Clothing",195.81,2014-01-12,2014-01-12 15:49:00,2142,"15","L9637"
"146","Albert's Fine Clothing",211.47,2014-01-11,2014-01-11 16:01:00,4434,"16","L2169"
"147","Albert's Fine Clothing",224.52,2014-01-09,2014-01-09 20:21:00,7117,"20","L6417"
"148","Albert's Fine Clothing",226.49,2014-01-18,2014-01-18 18:59:00,8156,"18","L5224"
"149","Albert's Fine Clothing",228.15,2014-01-15,2014-01-15 20:46:00,7117,"20","L6417"
"150","Albert's Fine Clothing",228.36,2014-01-07,NA,NA,NA,"L3366"
"151","Albert's Fine Clothing",228.72,2014-01-14,2014-01-14 20:50:00,9635,"20","L3191"
"152","Albert's Fine Clothing",229.98,2014-01-09,2014-01-09 21:27:00,8332,"21","L2070"
"153","Albert's Fine Clothing",254.29,2014-01-19,2014-01-19 20:02:00,2540,"20","L5947"
"154","Albert's Fine Clothing",274.66,2014-01-19,2014-01-19 15:39:00,2142,"15","L9637"
"155","Albert's Fine Clothing",276.9,2014-01-06,2014-01-06 20:26:00,9551,"20","L5777"
"156","Albert's Fine Clothing",283.38,2014-01-16,2014-01-16 20:08:00,7117,"20","L6417"
"157","Albert's Fine Clothing",288,2014-01-13,2014-01-13 20:35:00,7688,"20","L4164"
"158","Albert's Fine Clothing",308.36,2014-01-07,2014-01-07 20:04:00,6895,"20",NA
"159","Albert's Fine Clothing",1239.41,2014-01-17,2014-01-17 19:44:00,1321,"19","L4149"
"160","Bean There Done That",3.92,2014-01-10,2014-01-10 12:00:00,9635,"12","L3191"
"161","Bean There Done That",4.05,2014-01-09,NA,NA,NA,"L3366"
"162","Bean There Done That",4.06,2014-01-09,2014-01-09 12:00:00,1877,"12","L3014"
"163","Bean There Done That",4.27,2014-01-06,2014-01-06 12:00:00,6895,"12","L3366"
"164","Bean There Done That",5.24,2014-01-06,2014-01-06 12:00:00,1321,"12","L4149"
"165","Bean There Done That",5.34,2014-01-15,2014-01-15 12:00:00,9635,"12","L3191"
"166","Bean There Done That",5.54,2014-01-13,2014-01-13 12:00:00,1321,"12","L4149"
"167","Bean There Done That",5.56,2014-01-16,2014-01-16 12:00:00,1877,"12","L3014"
"168","Bean There Done That",5.77,2014-01-17,2014-01-17 12:00:00,6895,"12","L3366"
"169","Bean There Done That",5.9,2014-01-14,2014-01-14 12:00:00,6895,"12","L3366"
"170","Bean There Done That",6.25,2014-01-07,NA,NA,NA,"L3366"
"171","Bean There Done That",7.28,2014-01-14,2014-01-14 12:00:00,1415,"12","L7783"
"172","Bean There Done That",7.82,2014-01-14,NA,NA,NA,"L4149"
"173","Bean There Done That",7.93,2014-01-13,2014-01-13 12:00:00,1415,"12","L7783"
"174","Bean There Done That",8.03,2014-01-07,2014-01-07 12:00:00,1321,"12","L4149"
"175","Bean There Done That",8.06,2014-01-08,2014-01-08 12:00:00,1877,"12",NA
"176","Bean There Done That",8.21,2014-01-17,2014-01-17 12:00:00,9635,"12","L3191"
"177","Bean There Done That",8.54,2014-01-06,2014-01-06 12:00:00,1877,"12","L3014"
"178","Bean There Done That",9.3,2014-01-10,2014-01-10 12:00:00,6895,"12","L3366"
"179","Bean There Done That",10.28,2014-01-06,2014-01-06 12:00:00,1415,"12","L7783"
"180","Bean There Done That",10.37,2014-01-13,2014-01-13 12:00:00,1874,"12","L4424"
"181","Bean There Done That",11.25,2014-01-07,NA,NA,NA,"L7783"
"182","Bean There Done That",12.07,2014-01-08,2014-01-08 12:00:00,9635,"12","L3191"
"183","Bean There Done That",12.33,2014-01-16,2014-01-16 12:00:00,9635,"12","L3191"
"184","Bean There Done That",13,2014-01-09,2014-01-09 12:00:00,1415,"12","L7783"
"185","Bean There Done That",13.13,2014-01-15,NA,NA,NA,"L3014"
"186","Bean There Done That",13.41,2014-01-10,2014-01-10 12:00:00,1877,"12","L3014"
"187","Bean There Done That",13.89,2014-01-07,NA,NA,NA,"L3014"
"188","Bean There Done That",14.56,2014-01-14,2014-01-14 12:00:00,1877,"12",NA
"189","Bean There Done That",14.96,2014-01-08,NA,NA,NA,"L4149"
"190","Bean There Done That",15.24,2014-01-13,2014-01-13 12:00:00,9617,"12","L5553"
"191","Bean There Done That",15.24,2014-01-15,2014-01-15 12:00:00,6895,"12","L3366"
"192","Bean There Done That",15.39,2014-01-10,2014-01-10 12:00:00,1415,"12","L7783"
"193","Bean There Done That",15.53,2014-01-09,2014-01-09 12:00:00,1321,"12",NA
"194","Bean There Done That",16.09,2014-01-06,2014-01-06 12:00:00,9635,"12","L3191"
"195","Bean There Done That",16.18,2014-01-08,NA,NA,NA,"L3366"
"196","Bean There Done That",17.4,2014-01-16,2014-01-16 12:00:00,6895,"12","L3366"
"197","Bean There Done That",17.45,2014-01-08,2014-01-08 12:00:00,1415,"12","L7783"
"198","Bean There Done That",18.02,2014-01-13,NA,NA,NA,"L3191"
"199","Bean There Done That",18.59,2014-01-13,2014-01-13 12:00:00,6895,"12","L3366"
"200","Bean There Done That",18.67,2014-01-10,2014-01-10 12:00:00,1321,"12","L4149"
"201","Bean There Done That",18.72,2014-01-17,2014-01-17 12:00:00,1321,"12","L4149"
"202","Bean There Done That",18.96,2014-01-15,2014-01-15 12:00:00,1321,"12","L4149"
"203","Bean There Done That",19.37,2014-01-14,2014-01-14 12:00:00,9635,"12","L3191"
"204","Bean There Done That",19.56,2014-01-13,2014-01-13 12:00:00,1877,"12","L3014"
"205","Bean There Done That",19.56,2014-01-17,2014-01-17 12:00:00,1877,"12","L3014"
"206","Bean There Done That",19.67,2014-01-17,2014-01-17 12:00:00,1415,"12","L7783"
"207","Bean There Done That",19.82,2014-01-16,2014-01-16 12:00:00,1415,"12","L7783"
"208","Bean There Done That",46.25,2014-01-07,2014-01-07 12:00:00,6895,"12",NA
"209","Bean There Done That",51.25,2014-01-07,2014-01-07 12:00:00,1415,"12",NA
"210","Bean There Done That",53.89,2014-01-07,2014-01-07 12:00:00,1877,"12",NA
"211","Bean There Done That",67.82,2014-01-14,2014-01-14 12:00:00,1321,"12",NA
"212","Bean There Done That",93.13,2014-01-15,2014-01-15 12:00:00,1877,"12",NA
"213","Bean There Done That",94.96,2014-01-08,2014-01-08 12:00:00,1321,"12",NA
"214","Bean There Done That",98.02,2014-01-13,2014-01-13 12:00:00,9635,"12",NA
"215","Bean There Done That",98.34,2014-01-16,2014-01-16 12:00:00,1321,"12",NA
"216","Brew've Been Served",3,2014-01-07,2014-01-07 07:52:00,4434,"07","L2169"
"217","Brew've Been Served",3.03,2014-01-07,2014-01-07 08:06:00,7819,"08",NA
"218","Brew've Been Served",3.03,2014-01-10,2014-01-10 08:09:00,7819,"08","L5259"
"219","Brew've Been Served",3.09,2014-01-08,2014-01-08 07:42:00,4948,"07","L9406"
"220","Brew've Been Served",3.09,2014-01-17,2014-01-17 08:15:00,3853,"08","L1485"
"221","Brew've Been Served",3.14,2014-01-15,2014-01-15 07:58:00,4948,"07","L9406"
"222","Brew've Been Served",3.21,2014-01-14,2014-01-14 08:03:00,1286,"08","L3572"
"223","Brew've Been Served",3.42,2014-01-08,2014-01-08 08:01:00,7384,"08","L3800"
"224","Brew've Been Served",3.44,2014-01-10,NA,NA,NA,"L3800"
"225","Brew've Been Served",3.47,2014-01-15,2014-01-15 08:06:00,8202,"08","L2343"
"226","Brew've Been Served",3.66,2014-01-14,2014-01-14 07:53:00,6816,"07","L8148"
"227","Brew've Been Served",3.67,2014-01-06,2014-01-06 07:55:00,3484,"07","L2490"
"228","Brew've Been Served",3.71,2014-01-15,2014-01-15 07:34:00,7384,"07","L3800"
"229","Brew've Been Served",3.84,2014-01-16,NA,NA,NA,"L9406"
"230","Brew've Been Served",3.92,2014-01-08,2014-01-08 08:01:00,8202,"08","L2343"
"231","Brew've Been Served",4.17,2014-01-06,2014-01-06 07:38:00,5368,"07","L2247"
"232","Brew've Been Served",4.18,2014-01-13,NA,NA,NA,"L8148"
"233","Brew've Been Served",4.24,2014-01-06,2014-01-06 07:37:00,7384,"07","L3800"
"234","Brew've Been Served",4.27,2014-01-06,2014-01-06 08:00:00,5407,"08","L4034"
"235","Brew've Been Served",4.33,2014-01-16,2014-01-16 07:56:00,9683,"07",NA
"236","Brew've Been Served",4.39,2014-01-07,2014-01-07 07:50:00,5407,"07","L4034"
"237","Brew've Been Served",4.4,2014-01-09,2014-01-09 07:46:00,4948,"07",NA
"238","Brew've Been Served",4.7,2014-01-16,2014-01-16 07:53:00,4795,"07","L8566"
"239","Brew've Been Served",4.72,2014-01-14,2014-01-14 07:31:00,4795,"07","L8566"
"240","Brew've Been Served",4.88,2014-01-10,NA,NA,NA,"L9406"
"241","Brew've Been Served",4.92,2014-01-15,2014-01-15 07:57:00,4795,"07","L8566"
"242","Brew've Been Served",5.01,2014-01-10,2014-01-10 07:45:00,3484,"07","L2490"
"243","Brew've Been Served",5.05,2014-01-16,NA,NA,NA,"L2247"
"244","Brew've Been Served",5.08,2014-01-07,2014-01-07 07:27:00,7384,"07","L3800"
"245","Brew've Been Served",5.13,2014-01-09,2014-01-09 07:48:00,4795,"07","L8566"
"246","Brew've Been Served",5.26,2014-01-09,2014-01-09 07:57:00,8411,"07",NA
"247","Brew've Been Served",5.29,2014-01-17,2014-01-17 08:17:00,6901,"08","L9363"
"248","Brew've Been Served",5.3,2014-01-09,2014-01-09 07:48:00,7384,"07","L3800"
"249","Brew've Been Served",5.31,2014-01-10,2014-01-10 08:01:00,6901,"08","L9363"
"250","Brew've Been Served",5.43,2014-01-09,2014-01-09 07:43:00,5368,"07",NA
"251","Brew've Been Served",5.57,2014-01-09,2014-01-09 08:15:00,5407,"08",NA
"252","Brew've Been Served",5.66,2014-01-06,2014-01-06 08:07:00,6901,"08","L9363"
"253","Brew've Been Served",5.75,2014-01-15,2014-01-15 07:58:00,8411,"07","L6110"
"254","Brew've Been Served",5.82,2014-01-16,2014-01-16 08:02:00,3853,"08","L1485"
"255","Brew've Been Served",5.87,2014-01-14,2014-01-14 07:40:00,9683,"07","L7291"
"256","Brew've Been Served",5.89,2014-01-10,2014-01-10 08:01:00,1286,"08","L3572"
"257","Brew've Been Served",5.91,2014-01-10,NA,NA,NA,"L2247"
"258","Brew've Been Served",6.08,2014-01-13,2014-01-13 07:55:00,5407,"07",NA
"259","Brew've Been Served",6.21,2014-01-09,2014-01-09 08:00:00,4434,"08","L2169"
"260","Brew've Been Served",6.3,2014-01-08,2014-01-08 08:18:00,4434,"08","L2169"
"261","Brew've Been Served",6.45,2014-01-14,2014-01-14 07:48:00,3853,"07","L1485"
"262","Brew've Been Served",6.58,2014-01-15,2014-01-15 07:48:00,7819,"07","L5259"
"263","Brew've Been Served",6.61,2014-01-09,2014-01-09 08:00:00,7819,"08",NA
"264","Brew've Been Served",6.69,2014-01-13,2014-01-13 08:22:00,7819,"08","L5259"
"265","Brew've Been Served",7.09,2014-01-07,2014-01-07 07:33:00,4795,"07",NA
"266","Brew've Been Served",7.26,2014-01-08,2014-01-08 08:16:00,1286,"08","L3572"
"267","Brew've Been Served",7.31,2014-01-14,2014-01-14 07:35:00,7354,"07","L9254"
"268","Brew've Been Served",7.31,2014-01-16,2014-01-16 07:50:00,7384,"07","L3800"
"269","Brew've Been Served",7.74,2014-01-07,NA,NA,NA,"L9363"
"270","Brew've Been Served",8,2014-01-13,2014-01-13 07:40:00,9683,"07","L7291"
"271","Brew've Been Served",8.04,2014-01-13,2014-01-13 07:38:00,7384,"07","L3800"
"272","Brew've Been Served",8.07,2014-01-17,2014-01-17 07:50:00,4948,"07","L9406"
"273","Brew've Been Served",8.18,2014-01-16,2014-01-16 07:34:00,7354,"07","L9254"
"274","Brew've Been Served",8.24,2014-01-14,2014-01-14 07:53:00,7384,"07","L3800"
"275","Brew've Been Served",8.27,2014-01-08,2014-01-08 07:48:00,6816,"07","L8148"
"276","Brew've Been Served",8.33,2014-01-06,2014-01-06 07:35:00,6816,"07","L8148"
"277","Brew've Been Served",8.4,2014-01-08,2014-01-08 07:58:00,5407,"07","L4034"
"278","Brew've Been Served",8.42,2014-01-15,2014-01-15 08:00:00,5368,"08","L2247"
"279","Brew've Been Served",8.47,2014-01-10,2014-01-10 08:17:00,8202,"08",NA
"280","Brew've Been Served",8.88,2014-01-06,2014-01-06 07:59:00,7819,"07","L5259"
"281","Brew've Been Served",9.06,2014-01-07,NA,NA,NA,"L2490"
"282","Brew've Been Served",9.3,2014-01-17,2014-01-17 08:09:00,8202,"08",NA
"283","Brew've Been Served",9.53,2014-01-13,2014-01-13 07:56:00,4948,"07","L9406"
"284","Brew've Been Served",9.53,2014-01-14,2014-01-14 07:53:00,8202,"07","L2343"
"285","Brew've Been Served",9.6,2014-01-06,2014-01-06 07:43:00,4948,"07","L9406"
"286","Brew've Been Served",9.7,2014-01-15,NA,NA,NA,"L2169"
"287","Brew've Been Served",10.15,2014-01-08,2014-01-08 08:03:00,6901,"08","L9363"
"288","Brew've Been Served",10.52,2014-01-17,2014-01-17 07:57:00,7354,"07","L9254"
"289","Brew've Been Served",10.68,2014-01-06,NA,NA,NA,"L9254"
"290","Brew've Been Served",10.71,2014-01-09,NA,NA,NA,"L7291"
"291","Brew've Been Served",10.72,2014-01-10,NA,NA,NA,"L9254"
"292","Brew've Been Served",10.96,2014-01-14,2014-01-14 07:45:00,3484,"07","L2490"
"293","Brew've Been Served",11.04,2014-01-17,NA,NA,NA,"L3572"
"294","Brew've Been Served",11.2,2014-01-06,2014-01-06 08:16:00,8411,"08","L6110"
"295","Brew've Been Served",11.21,2014-01-16,2014-01-16 08:23:00,8411,"08","L6110"
"296","Brew've Been Served",11.23,2014-01-15,2014-01-15 07:49:00,1286,"07","L3572"
"297","Brew've Been Served",11.34,2014-01-06,2014-01-06 07:28:00,4795,"07","L8566"
"298","Brew've Been Served",11.47,2014-01-15,2014-01-15 07:45:00,9405,"07","L3259"
"299","Brew've Been Served",11.48,2014-01-08,2014-01-08 08:09:00,8411,"08","L6110"
"300","Brew've Been Served",11.49,2014-01-13,2014-01-13 08:07:00,1286,"08","L3572"
"301","Brew've Been Served",11.53,2014-01-14,2014-01-14 08:13:00,8411,"08","L6110"
"302","Brew've Been Served",11.69,2014-01-17,2014-01-17 07:36:00,5368,"07","L2247"
"303","Brew've Been Served",11.87,2014-01-08,NA,NA,NA,"L2490"
"304","Brew've Been Served",11.91,2014-01-07,2014-01-07 08:00:00,4948,"08","L9406"
"305","Brew've Been Served",11.92,2014-01-07,2014-01-07 07:54:00,1286,"07","L3572"
"306","Brew've Been Served",11.94,2014-01-14,2014-01-14 07:58:00,7819,"07","L5259"
"307","Brew've Been Served",12.12,2014-01-09,NA,NA,NA,"L2490"
"308","Brew've Been Served",12.3,2014-01-08,NA,NA,NA,"L8566"
